Restaurant ID,Restaurant Name,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
6314987,Locavore,Pasig City,121.056371145,14.571657091,Filipino,83.6,True,False,True,Expensive,4.7,darkgreen,Excellent,930,Philippines
6309903,Silantro Fil-Mex,Pasig City,121.0578601062,14.5676755438,Filipino,60.8,True,False,True,Expensive,4.9,darkgreen,Excellent,1544,Philippines
6309619,Charlie's Grind & Grill,Pasig City,121.0606304929,14.5715000371,American,83.6,True,False,True,Expensive,4.2,green,Very Good,518,Philippines
18558322,Mama Lou's Italian Kitchen,Quezon City,121.0361489654,14.6518713781,Italian,83.6,False,False,True,Expensive,4.3,green,Very Good,257,Philippines
6311148,Bugis Singapore Street Food,Quezon City,121.0053588823,14.6271193376,Singaporean,38.0,True,False,True,Moderate,4.4,green,Very Good,611,Philippines
18189402,Tra Vinh,Quezon City,120.9994942322,14.6317589967,Vietnamese,45.6,False,False,True,Moderate,4.2,green,Very Good,281,Philippines
18290970,Soban K-Town Grill,Quezon City,121.0793221369,14.610405436,Korean,98.8,True,False,True,Expensive,4.6,darkgreen,Excellent,446,Philippines
6314096,Señor Pollo,Quezon City,121.0339079797,14.6344216794,Latin American,60.8,True,False,True,Expensive,4.3,green,Very Good,833,Philippines
6305520,Banapple,Quezon City,121.0352665186,14.6362230594,Filipino,60.8,True,False,True,Expensive,4.2,green,Very Good,429,Philippines
18258080,Blue Rocket Cafe + Kitchen,Quezon City,121.0258905217,14.6319503943,Filipino,60.8,True,False,True,Expensive,4.1,green,Very Good,184,Philippines
18451647,Soru Izakaya,Quezon City,121.0610988736,14.6419310622,Japanese,91.2,False,False,True,Expensive,4.6,darkgreen,Excellent,878,Philippines
6314464,Banapple,Quezon City,121.032101512,14.6554816213,Filipino,60.8,True,False,True,Expensive,4.3,green,Very Good,490,Philippines
6302438,Friuli Trattoria,Quezon City,121.0579841584,14.6468772723,Italian,30.4,True,False,True,Moderate,4.3,green,Very Good,941,Philippines
6314240,Leann's Tea House,Quezon City,121.0310507566,14.6372851303,Korean,53.199999999999996,False,False,True,Expensive,4.5,darkgreen,Excellent,801,Philippines
6305783,Lola Cafe,Quezon City,121.0323529691,14.6297590438,Filipino,91.2,False,False,True,Expensive,4.5,darkgreen,Excellent,448,Philippines
6314243,The Frazzled Cook,Quezon City,121.0332116112,14.6318287433,European,98.8,False,False,True,Expensive,4.4,green,Muito bom,994,Philippines
18581637,Romantic Baboy,Quezon City,121.0350881517,14.6338604685,Korean,91.2,True,False,True,Expensive,4.2,green,Very Good,566,Philippines
18369156,Vanderlust Bistro,Quezon City,121.0348125547,14.6312094575,European,91.2,False,False,True,Expensive,4.4,green,Very Good,309,Philippines
6316532,Mama Lou's Italian Kitchen,Quezon City,121.0751291737,14.6489747068,Italian,83.6,False,False,True,Expensive,4.5,darkgreen,Excellent,631,Philippines
6318433,Silantro Fil-Mex,Quezon City,121.0754399747,14.6495070095,Filipino,60.8,True,False,True,Expensive,4.5,darkgreen,Excellent,749,Philippines
18651775,The Fat Seed Cafe + Roastery,Quezon City,121.0748857632,14.6520274015,American,76.0,True,False,True,Expensive,4.6,darkgreen,Excellent,296,Philippines
18745092,Ebi 10,San Juan City,121.0383306071,14.5966142692,Japanese,53.199999999999996,True,False,True,Expensive,4.2,green,Very Good,158,Philippines
6318213,Balay Dako,Tagaytay City,120.9511869773,14.1025584457,Filipino,91.2,True,False,True,Expensive,4.5,darkgreen,Excellent,821,Philippines
6312860,Breakfast at Antonio's,Tagaytay City,120.8985006809,14.0884592334,European,98.8,False,False,True,Expensive,4.5,darkgreen,Excellent,708,Philippines
18317934,Charito by Bag of Beans,Tagaytay City,120.949469693,14.1017201526,European,114.0,False,False,True,Gourmet,4.3,green,Very Good,385,Philippines
6318473,Genki Sushi,Taguig City,121.0459249467,14.5540832264,Japanese,53.199999999999996,True,False,True,Expensive,4.2,green,Very Good,369,Philippines
18382308,Ooma,Taguig City,121.0489176214,14.5513543426,Japanese,114.0,True,False,True,Gourmet,4.5,darkgreen,Excellent,582,Philippines
6301730,Sariwon,Taguig City,121.0490990058,14.5513121548,Korean,76.0,True,False,True,Expensive,4.6,darkgreen,Excellent,682,Philippines
6314147,Va Bene Pasta Deli,Taguig City,121.0485243425,14.5517096933,European,91.2,False,False,True,Expensive,4.5,darkgreen,Excellent,352,Philippines
18142958,Single Origin,Taguig City,121.0492894426,14.5514932378,American,110.2,False,False,True,Gourmet,4.3,green,Very Good,560,Philippines
18695427,Mendokoro Ramenba,Taguig City,121.0483744741,14.5488730379,Japanese,76.0,True,False,True,Expensive,4.9,darkgreen,Excellent,490,Philippines
18643656,Nomi - Modern Japanese Cafe,Taguig City,121.050289236,14.5528085183,Coffee,60.8,True,True,False,Expensive,4.3,green,Very Good,287,Philippines
18245912,Sunnies Cafe,Taguig City,121.0505024716,14.5507429434,Coffee,53.199999999999996,True,False,True,Expensive,4.2,green,Very Good,546,Philippines
18684182,Soru Izakaya,Taguig City,121.0440879688,14.5526397682,Japanese,106.39999999999999,True,False,True,Gourmet,4.5,darkgreen,Excellent,544,Philippines
6301792,Banapple,Taguig City,121.0557220504,14.5487393335,Filipino,60.8,True,False,True,Expensive,4.3,green,Very Good,410,Philippines
6308205,Wildflour Restaurant,Taguig City,121.0469049588,14.5487250544,American,114.0,False,True,True,Gourmet,4.4,green,Very Good,624,Philippines
18778547,Soban K-Town Grill,Taguig City,121.0465535894,14.5515578175,Korean,98.8,True,False,True,Expensive,4.5,darkgreen,Excellent,289,Philippines
6310488,Saboten,Taguig City,121.0542066023,14.5498333055,Japanese,114.0,True,True,False,Gourmet,4.8,darkgreen,Excellent,637,Philippines
6315438,NIU by Vikings,Taguig City,121.0538730025,14.5455330007,Seafood,228.0,True,False,True,Gourmet,4.6,darkgreen,Excellent,1161,Philippines
18263355,Providore,Taguig City,121.0546558723,14.5464540148,European,106.39999999999999,True,True,False,Gourmet,4.6,darkgreen,Excellent,480,Philippines
18558865,Rackshack,Taguig City,121.0538599268,14.5459526175,American,60.8,True,True,False,Expensive,4.6,darkgreen,Excellent,383,Philippines
18641526,PizzaExpress,Taguig City,121.0540369526,14.5564755557,Pizza,91.2,True,True,False,Expensive,4.8,darkgreen,Excellent,268,Philippines
18611356,Mamma Mia,Taguig City,121.0542304069,14.5570402092,Italian,91.2,True,False,True,Expensive,4.0,green,Very Good,140,Philippines
6600980,A Tribo,Brasília,-47.8843333333,-15.7711666667,Healthy Food,19.0,True,False,True,Gourmet,3.2,orange,Average,4,Brazil
6601114,Caramella,Brasília,-47.886,-15.7808333333,Cafe,9.5,True,False,True,Moderate,3.3,orange,Average,5,Brazil
6600681,Chez Michou,Brasília,-47.8817888889,-15.7641416667,Fast Food,10.45,True,False,True,Moderate,3.2,orange,Average,6,Brazil
6601075,Confraria Chico Mineiro,Brasília,-47.8838333333,-15.777,Brazilian,15.2,True,False,True,Expensive,3.3,orange,Average,7,Brazil
6601569,El Negro,Brasília,-47.887958,-15.760372,Argentine,57.0,True,False,True,Gourmet,2.5,red,Average,10,Brazil
6600785,Gratinado,Brasília,-47.8863333333,-15.7651666667,Italian,15.2,True,False,True,Expensive,3.1,orange,Average,5,Brazil
6600399,La Fornacella,Brasília,-47.8901666667,-15.7526666667,Italian,11.4,True,False,True,Expensive,3.1,orange,Average,7,Brazil
6600319,Nazo Sushi Bar,Brasília,-47.8866472222,-15.7448805556,Japanese,28.5,True,False,True,Gourmet,3.2,orange,Average,4,Brazil
6600810,Beirute,Brasília,-47.8863333333,-15.7653333333,Arabian,17.1,True,False,True,Expensive,3.8,lightgreen,Good,13,Brazil
6601005,Café Daniel Briand,Brasília,-47.8826666667,-15.7775,Cafe,5.7,True,False,True,Cheap,3.9,lightgreen,Good,12,Brazil
6600569,Cantucci Bistrô,Brasília,-47.8752666667,-15.779875,Italian,17.1,True,False,True,Expensive,3.6,lightgreen,Good,5,Brazil
6600292,Casa do Biscoito Mineiro,Brasília,-47.8821361111,-15.7574722222,Bakery,8.55,True,False,True,Moderate,3.7,lightgreen,Good,12,Brazil
6600414,El Paso Texas,Brasília,-47.8875,-15.759,Tex-Mex,28.5,True,False,True,Gourmet,3.8,lightgreen,Good,15,Brazil
6600441,Maori,Brasília,-47.8881666667,-15.7588333333,Brazilian,11.4,True,False,True,Expensive,3.6,lightgreen,Good,12,Brazil
6600856,Ninny,Brasília,-47.8886666667,-15.7625,Italian,38.0,True,False,True,Gourmet,3.5,lightgreen,Good,8,Brazil
6600993,Objeto Encontrado,Brasília,-47.883,-15.7831666667,Cafe,6.65,True,False,True,Moderate,3.8,lightgreen,Good,7,Brazil
6600119,Café Savana,Brasília,-47.8933333333,-15.74,Brazilian,17.1,True,False,True,Expensive,0.0,gray,Not rated,1,Brazil
6600754,Carcassone,Brasília,-47.8782916667,-15.7773055556,Bar Food,15.2,True,False,True,Expensive,0.0,gray,Not rated,3,Brazil
6601133,Peixe na Rede,Brasília,-47.8888333333,-15.7621666667,Seafood,19.0,True,False,True,Gourmet,0.0,gray,Not rated,3,Brazil
6600557,Nossa Cozinha Bistrô,Brasília,-47.8757666667,-15.7805055556,International,26.6,True,False,True,Gourmet,4.0,green,Very Good,9,Brazil
6600299,Valentina,Brasília,-47.8875083333,-15.7450333333,Pizza,17.1,True,False,True,Expensive,4.0,green,Very Good,9,Brazil
6600879,Babel,Brasília,-47.9216666667,-15.8345,Healthy Food,38.0,True,False,True,Gourmet,2.8,red,Average,5,Brazil
6600515,Boteco do Juca,Brasília,-47.8908333333,-15.8135,Bar Food,7.6,True,False,True,Moderate,3.1,orange,Average,4,Brazil
6600314,Haná,Brasília,-47.9008333333,-15.8228333333,Japanese,32.3,True,False,True,Gourmet,2.7,red,Average,5,Brazil
6600968,Kojma,Brasília,-47.8953333333,-15.8188333333,Japanese,24.7,True,False,True,Gourmet,3.4,orange,Average,6,Brazil
6600963,La Chaumière,Brasília,-47.9013333333,-15.8226666667,French,47.5,True,False,True,Gourmet,3.3,orange,Average,4,Brazil
6600939,Libanus,Brasília,-47.8941666667,-15.8153333333,Arabian,22.8,True,False,True,Gourmet,3.4,orange,Average,6,Brazil
6600379,Sushi Loko,Brasília,-47.9156666667,-15.831,Japanese,15.2,True,False,True,Expensive,2.9,red,Average,12,Brazil
6600214,Beirute,Brasília,-47.9075,-15.82,Arabian,17.1,True,False,True,Expensive,3.8,lightgreen,Good,9,Brazil
6600336,Ernesto,Brasília,-47.9245,-15.8308333333,Cafe,13.3,True,False,True,Expensive,3.7,lightgreen,Good,5,Brazil
6600920,Fogo de Chão,Brasília,-47.8925,-15.7928333333,Steak,47.5,True,False,True,Gourmet,3.9,lightgreen,Good,7,Brazil
6600611,Fred,Brasília,-47.8905,-15.8138333333,German,34.2,True,False,True,Gourmet,3.7,lightgreen,Good,6,Brazil
6600970,Pizza à Bessa,Brasília,-47.9156666667,-15.8311666667,Pizza,9.5,True,False,True,Moderate,3.8,lightgreen,Good,12,Brazil
6600940,Universal,Brasília,-47.905,-15.8233333333,Cafe,30.4,True,False,True,Gourmet,3.7,lightgreen,Good,9,Brazil
6600203,Banzai Sushi,Brasília,-47.8973333333,-15.8116666667,Japanese,17.1,True,False,True,Expensive,0.0,gray,Not rated,1,Brazil
6600577,El Paso Texas,Brasília,-47.89,-15.8141666667,Tex-Mex,28.5,True,False,True,Gourmet,0.0,gray,Not rated,2,Brazil
6600124,Inácia Poulet Rôti,Brasília,-47.893,-15.807,Brazilian,26.6,True,False,True,Gourmet,0.0,gray,Not rated,2,Brazil
6600100,Loca Como tu Madre,Brasília,-47.9013333333,-15.812,Brazilian,11.4,True,False,True,Expensive,0.0,gray,Not rated,3,Brazil
6600652,Nippon,Brasília,-47.8861666667,-15.8085,Sushi,30.4,True,False,True,Gourmet,0.0,gray,Not rated,3,Brazil
6600495,Palace Long Fu,Brasília,-47.8853333333,-15.8088333333,Chinese,8.55,True,False,True,Moderate,0.0,gray,Not rated,2,Brazil
6601251,Severina,Brasília,-47.8851666667,-15.8046666667,Brazilian,26.6,True,False,True,Gourmet,0.0,gray,Not rated,1,Brazil
6601218,New Koto,Brasília,-47.9101666667,-15.8273333333,Japanese,38.0,True,False,True,Gourmet,4.1,green,Very Good,9,Brazil
6600083,Villa Tevere,Brasília,-47.9236666667,-15.8313333333,Italian,28.5,True,False,True,Gourmet,4.2,green,Very Good,14,Brazil
6601606,Mormaii Surf Bar,Brasília,-47.889,-15.7873333333,Japanese,19.0,True,False,True,Gourmet,3.6,lightgreen,Good,10,Brazil
6601589,Coco Bambu,Brasília,-47.889,-15.7865,International,43.7,True,False,True,Gourmet,4.3,green,Very Good,19,Brazil
6600061,Galeteria Gaúcha,Brasília,-47.881767,-15.718507,Grill,18.05,True,False,True,Expensive,3.5,lightgreen,Good,5,Brazil
6600912,Don Giovanni,Brasília,-47.868,-15.8356666667,Pizza,15.2,True,False,True,Expensive,3.4,orange,Average,6,Brazil
6600654,Trattoria da Rosario,Brasília,-47.872,-15.8605,Italian,45.6,True,False,True,Gourmet,3.4,orange,Average,7,Brazil
6600882,Tay Pá,Brasília,-47.872,-15.8605,Peruvian,45.6,True,False,True,Gourmet,3.6,lightgreen,Good,5,Brazil
6601862,Taypá,Brasília,-47.872359,-15.860621,Peruvian,19.0,True,False,True,Gourmet,4.0,green,Very Good,11,Brazil
6601595,Outback Steakhouse,Brasília,-47.9562833333,-15.8345138889,American,28.5,True,False,True,Gourmet,4.3,green,Very Good,12,Brazil
6601158,Manzuá,Brasília,-47.8728333333,-15.8256666667,Seafood,45.6,True,False,True,Gourmet,3.4,orange,Average,7,Brazil
6601145,Bierfass Pontão,Brasília,-47.874,-15.8248333333,Brazilian,38.0,True,False,True,Gourmet,3.7,lightgreen,Good,11,Brazil
6601143,Soho,Brasília,-47.8713333333,-15.8256666667,Japanese,41.8,True,False,True,Gourmet,3.6,lightgreen,Good,6,Brazil
6600599,Liv Lounge,Brasília,-47.849525,-15.7853694444,Brazilian,30.4,True,False,True,Gourmet,3.3,orange,Average,5,Brazil
6600547,Salim Sou Eu,Brasília,-47.8671666667,-15.8175,Arabian,15.2,True,False,True,Expensive,3.1,orange,Average,6,Brazil
6600503,Mangai,Brasília,-47.837,-15.8178333333,North Eastern,15.2,True,False,True,Expensive,3.9,lightgreen,Good,10,Brazil
6600440,Nau,Brasília,-47.8365,-15.8181666667,Seafood,24.7,True,False,True,Gourmet,3.9,lightgreen,Good,9,Brazil
6600542,Avenida Paulista,Brasília,-47.8338333333,-15.8193333333,Italian,28.5,True,False,True,Gourmet,0.0,gray,Not rated,0,Brazil
6600456,Galeteria Beira Lago,Brasília,-47.8733333333,-15.817,Brazilian,10.45,True,False,True,Moderate,0.0,gray,Not rated,3,Brazil
6601269,Chiquinho Sorvetes,Brasília,-48.0571166667,-15.8354305556,Ice Cream,2.85,True,False,True,Cheap,3.3,orange,Average,5,Brazil
6600116,Gero,Brasília,-47.885812,-15.720118,Italian,66.5,True,False,True,Gourmet,3.5,lightgreen,Good,9,Brazil
6600162,Outback Steakhouse,Brasília,-47.885812,-15.720118,American,28.5,True,False,True,Gourmet,3.5,lightgreen,Good,6,Brazil
6601634,American Prime Steakhouse,Brasília,-48.0375,-15.8336666667,Grill,28.5,True,False,True,Gourmet,3.5,lightgreen,Good,10,Brazil
6601623,Kojima,Brasília,-48.0373333333,-15.8336666667,Japanese,24.7,True,False,True,Gourmet,3.6,lightgreen,Good,8,Brazil
6601086,Bruno's Pizza,Brasília,-47.9431666667,-15.8095,Pizza,9.5,True,False,True,Moderate,3.4,orange,Average,6,Brazil
6601283,Capital Steakhouse,Brasília,-47.9278444444,-15.8025888889,American,22.8,True,False,True,Gourmet,3.4,orange,Average,10,Brazil
6601001,Potiguar Caldos,Brasília,-47.9326666667,-15.7966666667,Bar Food,19.0,True,False,True,Gourmet,3.2,orange,Average,4,Brazil
6601457,Brazilian American Burgers,Brasília,-47.9210277778,-15.7975305556,American,9.5,True,False,True,Moderate,3.9,lightgreen,Good,11,Brazil
6601549,It Speed Lunch,Brasília,-48.0525,-15.8331666667,Grill,9.5,True,False,True,Moderate,3.7,lightgreen,Good,8,Brazil
6601325,Capricho Mineiro,Brasília,-48.0663333333,-15.8065,Brazilian,7.6,True,False,True,Moderate,0.0,gray,Not rated,0,Brazil
6601525,Restaurante dos Amigos,Brasília,-48.051,-15.8348333333,Brazilian,9.5,True,False,True,Moderate,0.0,gray,Not rated,2,Brazil
6601366,Mini Kalzone,Brasília,-48.0325,-15.8383055556,Italian,7.6,True,False,True,Moderate,3.3,orange,Average,6,Brazil
6601535,Empório Árabe,Brasília,-48.0158333333,-15.8345,Arabian,17.1,True,False,True,Expensive,2.7,red,Average,5,Brazil
6601671,Johnnie,Brasília,-48.019,-15.839,Burger,15.2,True,False,True,Expensive,3.3,orange,Average,7,Brazil
6601515,Rovereto,Brasília,-48.019,-15.8371666667,Pizza,19.0,True,False,True,Gourmet,3.4,orange,Average,9,Brazil
6601602,Taco Pep,Brasília,-48.0166666667,-15.8348333333,Mexican,19.0,True,False,True,Gourmet,4.5,darkgreen,Excellent,31,Brazil
6601361,Buena Carne,Brasília,-48.0190916667,-15.839775,Bar Food,11.4,True,False,True,Expensive,3.6,lightgreen,Good,9,Brazil
7303564,Org,Rio de Janeiro,-43.3056666667,-23.0135,Vegetarian,11.4,True,False,True,Expensive,0.0,gray,Not rated,3,Brazil
7303710,Paris 6,Rio de Janeiro,-43.3078333333,-23.0101666667,French,22.8,True,False,True,Gourmet,4.4,green,Very Good,28,Brazil
7303219,Pesqueiro Eco Gourmet,Rio de Janeiro,-43.377,-23.0115,Seafood,26.6,True,False,True,Gourmet,4.2,green,Very Good,5,Brazil
7303275,Tourão Grill,Rio de Janeiro,-43.3178333333,-23.0116666667,Steak,22.8,True,False,True,Gourmet,4.3,green,Very Good,5,Brazil
7303759,Fiammetta,Rio de Janeiro,-43.358,-22.9975,Italian,38.0,True,False,True,Gourmet,4.0,green,Very Good,2,Brazil
7301525,Fogo de Chão,Rio de Janeiro,-43.1801666667,-22.9488333333,Brazilian,53.2,True,False,True,Gourmet,4.8,darkgreen,Excellent,26,Brazil
7300847,Irajá Gastrô,Rio de Janeiro,-43.1956666667,-22.9535,Contemporary,43.7,True,False,True,Gourmet,4.8,darkgreen,Excellent,14,Brazil
7300930,Orienthai,Rio de Janeiro,-43.1824194444,-22.9521416667,Japanese,15.2,True,False,True,Expensive,2.4,darkred,Poor,8,Brazil
7304077,Hachiko,Rio de Janeiro,-43.173718,-22.904315,Japanese,38.0,True,False,True,Gourmet,2.5,red,Average,10,Brazil
7304307,Confeitaria Colombo,Rio de Janeiro,-43.178826,-22.905293,Desserts,19.0,True,False,True,Gourmet,4.6,darkgreen,Excellent,40,Brazil
18334183,La Bocca Bar e Trattoria,Rio de Janeiro,-43.186781,-22.915356,Italian,15.2,True,False,True,Expensive,0.0,gray,Not rated,1,Brazil
7305012,L’Atelier du Cuisinier,Rio de Janeiro,-43.180284,-22.900597,French,38.0,True,False,True,Gourmet,0.0,gray,Not rated,2,Brazil
7304791,Rancho Inn,Rio de Janeiro,-43.176895,-22.902249,Brazilian,19.0,True,False,True,Gourmet,0.0,gray,Not rated,1,Brazil
7302442,Santo Scenarium,Rio de Janeiro,-43.183697,-22.908594,Brazilian,19.0,True,False,True,Gourmet,4.2,green,Very Good,6,Brazil
7301215,Bibi,Rio de Janeiro,-43.1866916667,-22.9720722222,Juices,11.4,True,False,True,Expensive,4.7,darkgreen,Excellent,23,Brazil
7302265,Carretão,Rio de Janeiro,-43.1838333333,-22.9701666667,Steak,22.8,True,False,True,Gourmet,4.8,darkgreen,Excellent,21,Brazil
7300596,Cervantes,Rio de Janeiro,-43.1758333333,-22.9621666667,Beverages,17.1,True,False,True,Expensive,4.5,darkgreen,Excellent,25,Brazil
7300381,Churrascaria Palace,Rio de Janeiro,-43.1786666667,-22.9666666667,Steak,41.8,True,False,True,Gourmet,4.9,darkgreen,Excellent,20,Brazil
7302026,La Trattoria,Rio de Janeiro,-43.1798333333,-22.968,Italian,19.0,True,False,True,Gourmet,4.5,darkgreen,Excellent,11,Brazil
7301497,Marius Degustare,Rio de Janeiro,-43.1665,-22.9621666667,Seafood,76.0,True,False,True,Gourmet,4.7,darkgreen,Excellent,16,Brazil
7300587,Boteco Belmonte,Rio de Janeiro,-43.1888805556,-22.9759694444,Brazilian,19.0,True,False,True,Gourmet,4.4,green,Very Good,16,Brazil
7300348,Marisqueira,Rio de Janeiro,-43.1815,-22.9661666667,Brazilian,22.8,True,False,True,Gourmet,4.4,green,Very Good,8,Brazil
7302125,Monchique,Rio de Janeiro,-43.1884083333,-22.9730194444,Brazilian,11.4,True,False,True,Expensive,4.2,green,Very Good,8,Brazil
7300031,Stalos,Rio de Janeiro,-43.1902194444,-22.9770472222,Brazilian,13.3,True,False,True,Expensive,4.4,green,Very Good,11,Brazil
7301965,Pérgula - Copacabana Palace,Rio de Janeiro,-43.1786666667,-22.9675,International,57.0,True,False,True,Gourmet,4.2,green,Very Good,3,Brazil
7304639,Paris Gastrô,Rio de Janeiro,-43.174293,-22.936384,French,38.0,True,False,True,Gourmet,0.0,gray,Not rated,2,Brazil
7300277,Intihuasi,Rio de Janeiro,-43.1756666667,-22.933,Peruvian,19.0,True,False,True,Gourmet,4.3,green,Very Good,10,Brazil
7304636,Rotisseria Sírio Libaneza,Rio de Janeiro,-43.178869,-22.92988,Arabian,9.5,True,False,True,Moderate,4.2,green,Very Good,7,Brazil
7305009,Café do Forte - Confeitaria Colombo,Rio de Janeiro,-43.186692,-22.985737,Cafe,7.6,True,False,True,Moderate,4.5,darkgreen,Excellent,11,Brazil
7300704,TT Burger,Rio de Janeiro,-43.191,-22.9868333333,Burger,11.4,True,False,True,Expensive,4.7,darkgreen,Excellent,23,Brazil
7300955,Braseiro da Gávea,Rio de Janeiro,-43.227042,-22.973507,Brazilian,19.0,True,False,True,Gourmet,4.9,darkgreen,Excellent,47,Brazil
